sample_name,exp_date,Count,Geo_Mean,Robust_CV,Median,OR,RTP1S,Gfy,Clgn,Syt1,Syt5,pCI,Total,others,gene-mix,RTP2,Syt_genes
Olfr1377_RC,08052022,10000,910.0,81.5,990.0,1000,100,0.0,300.0,,,600.0,2000,0.0,,,
Olfr1377_RGC,08052022,10000,1051.0,83.8,1170.0,1000,100,300.0,300.0,,,300.0,2000,0.0,,,
Rho-pCI,08212022,10635,127.0,74.6,114.0,0,0,,,,,,0,,,,
OR51E2_RHO_100,08212022,10457,5910.0,147.0,6516.0,100,0,,,,,,100,,,,
OR51E2_RHO_200,08212022,10425,4579.0,152.0,5071.0,100,0,,,,,,100,,,,
OR51E2_RHO_400,08212022,10523,3356.0,151.0,3590.0,100,0,,,,,,100,,,,
OR51E2_RHO_800,08212022,10462,2127.0,143.0,2173.0,100,0,,,,,,100,,,,
OR51E2_RHO_1600,08212022,10517,1554.0,136.0,1492.0,100,0,,,,,,100,,,,
OR1A1_Chim,08212022,10548,1234.0,300.0,814.0,100,0,,,,,,100,,,,
OR2T1_Chim,08212022,10528,13250.0,66.2,15782.0,100,0,,,,,,100,,,,
OR10G4_Chim,08212022,10554,2235.0,136.0,2387.0,100,0,,,,,,100,,,,
OR10J5_Chim,08212022,10605,1846.0,400.0,1405.0,100,0,,,,,,100,,,,
OR2T1_ortholog_con,08212022,10616,2059.0,136.0,2253.0,100,0,,,,,,100,,,,
OR5P3_ortholog_con,08212022,10602,11270.0,110.0,15967.0,100,0,,,,,,100,,,,
OR11A1_ortholog_con,08212022,10614,1446.0,125.0,1495.0,100,0,,,,,,100,,,,
TAAR5,08212022,10626,2679.0,114.0,3077.0,100,0,,,,,,100,,,,
OR2W1_Chim,08212022,10000,681.0,202.0,423.0,100,0,,,,,,100,,,,
OR2W1_Chim_R,08212022,10000,1341.0,128.0,1270.0,100,100,,,,,,200,,,,
OR2W1_ortholog_con,08212022,10000,139.0,67.8,122.0,100,0,,,,,,100,,,,
OR2W1_ortholog_con_R,08212022,10000,3054.0,116.0,3490.0,100,100,,,,,,200,,,,
OR5A1_KAO,08212022,10000,855.0,71.2,879.0,100,0,,,,,,100,,,,
OR5A1_KAO_R,08212022,10000,4013.0,111.0,5125.0,100,100,,,,,,200,,,,
hOR2_con,08212022,10000,5311.0,135.0,6733.0,100,0,,,,,,100,,,,
RhopCI,01182023,10003,110.0,69.6,107.0,0,0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,
Olfr1377,01182023,10000,171.0,63.7,158.0,1000,0,0.0,0.0,,0.0,1000.0,2000,0.0,0.0,,
Olfr1377_R,01182023,10000,944.0,81.7,920.0,1000,100,0.0,0.0,,0.0,900.0,2000,0.0,0.0,,
Olfr1377_RGC,01182023,10054,1123.0,81.1,1136.0,1000,100,150.0,150.0,,0.0,600.0,2000,0.0,0.0,,
Olfr1377_RGC_28MIX,01182023,10000,1059.0,85.2,1069.0,1000,100,150.0,150.0,,0.0,0.0,2000,0.0,600.0,,
Olfr1377_RGC_28MIX,01182023,10000,1051.0,83.2,1063.0,1000,100,150.0,150.0,,0.0,0.0,2000,0.0,600.0,,
Olfr1377_RGC_28MIX,01182023,10000,813.0,92.5,760.0,1000,100,150.0,150.0,,0.0,0.0,2000,0.0,600.0,,
Olfr1377_RGC_Trarg1,01182023,10000,1137.0,72.9,1161.0,1000,100,150.0,150.0,,0.0,0.0,2000,600.0,0.0,,
Olfr1377_RGC_Faim2,01182023,10000,376.0,96.0,286.0,1000,100,150.0,150.0,,0.0,0.0,2000,600.0,0.0,,
Olfr1377_RGC_Ephx4,01182023,10000,1128.0,74.9,1163.0,1000,100,150.0,150.0,,0.0,0.0,2000,600.0,0.0,,
Olfr1377_RGC_Serpine2,01182023,10000,1203.0,77.3,1239.0,1000,100,150.0,150.0,,0.0,0.0,2000,600.0,0.0,,
Olfr1377_RGC_Ddit3-1,01182023,10000,1310.0,72.8,1426.0,1000,100,150.0,150.0,,0.0,0.0,2000,600.0,0.0,,
Olfr1377_RGC_Ddit3-2,01182023,10000,1198.0,74.9,1285.0,1000,100,150.0,150.0,,0.0,0.0,2000,600.0,0.0,,
Olfr1377_RGC_Tenm4,01182023,10015,1206.0,78.1,1242.0,1000,100,150.0,150.0,,0.0,0.0,2000,600.0,0.0,,
Olfr1377_RGC_Syt5,01182023,10022,1709.0,84.8,1867.0,1000,100,150.0,150.0,,600.0,0.0,2000,0.0,0.0,,
Olfr1377_RGC_Ddit3-1_Ddit3-2,01182023,10000,1038.0,76.0,1055.0,1000,100,150.0,150.0,,0.0,0.0,2000,0.0,600.0,,
Olfr1377_RGC_Ddit3_Tenm4_Ephx4_Rtp2,01182023,10019,611.0,110.0,499.0,1000,100,150.0,150.0,,0.0,0.0,2000,0.0,600.0,,
Olfr1377_RGC_Ddit3_Tenm4,01182023,10000,1079.0,79.1,1093.0,1000,100,150.0,150.0,,0.0,0.0,2000,0.0,600.0,,
Olfr1377_RGC_Ddit3_Ephx4,01182023,10000,1068.0,73.9,1108.0,1000,100,150.0,150.0,,0.0,0.0,2000,0.0,600.0,,
Olfr1377_RGC_Ddit3_Rtp2,01182023,10000,675.0,111.0,556.0,1000,100,150.0,150.0,,0.0,0.0,2000,0.0,600.0,,
Olfr1377_RGC_Rtp2,01182023,10000,269.0,84.0,203.0,1000,100,150.0,150.0,,0.0,0.0,2000,600.0,0.0,,
RhopCI,11062022,10000,131.0,68.9,118.0,0,0,0.0,0.0,,,0.0,0,,0.0,,
Olfr1377,11062022,10000,155.0,59.5,144.0,1000,0,0.0,0.0,,,1000.0,2000,,0.0,,
Olfr1377_R,11062022,10041,774.0,84.3,725.0,1000,100,0.0,0.0,,,900.0,2000,,0.0,,
Olfr1377_RGC,11062022,10000,878.0,81.5,840.0,1000,100,150.0,150.0,,,600.0,2000,,0.0,,
Olfr1377_RGC_21MIX,11062022,10000,901.0,77.1,855.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_21minus_Hspa12a,11062022,10000,898.0,81.4,846.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_21minus_Ccdc184,11062022,10000,806.0,78.8,743.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_21minus_Efna3,11062022,10000,902.0,84.1,844.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_21minus_Cfap206,11062022,10000,907.0,80.0,868.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_21minus_Lingo2,11062022,10000,788.0,78.3,728.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_21minus_Acsl6,11062022,10000,758.0,78.8,695.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_PosTop2,11062022,10101,798.0,81.8,745.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_PosTop3,11062022,10000,603.0,68.1,562.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_PosTop4,11062022,10000,598.0,68.2,553.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop2,11062022,10000,632.0,75.3,564.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop3,11062022,10000,632.0,73.7,565.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop4,11062022,10000,682.0,77.1,610.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop5,11062022,10000,687.0,76.3,617.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop6,11062022,10000,671.0,73.9,611.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop7,11062022,10000,646.0,72.2,583.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop8,11062022,10000,733.0,77.1,671.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Rho-pCI,03312023,10000,147.0,59.5,135.0,0,0,0.0,0.0,0.0,0.0,0.0,0,,,,
Olfr1377,03312023,10000,239.0,62.0,208.0,1000,0,0.0,0.0,0.0,0.0,0.0,1000,,,,
Olfr1377_R,03312023,10000,1314.0,90.8,1363.0,1000,100,0.0,0.0,0.0,0.0,0.0,1100,,,,
Olfr1377_R_GCSMix,03312023,10000,1875.0,74.0,2099.0,1000,100,300.0,66.0,300.0,66.0,0.0,1833,,,,
Olfr1377_p50_R_GCSMix,03312023,10000,2322.0,70.1,2723.0,500,100,300.0,66.0,300.0,66.0,0.0,1333,,,,
Olfr1377_p33_R_GCSMix,03312023,10000,2028.0,77.1,2323.0,300,100,300.0,66.0,300.0,66.0,0.0,1133,,,,
Olfr1377_p10_R_GCSMix,03312023,10000,1242.0,96.8,1285.0,100,100,300.0,66.0,300.0,66.0,0.0,933,,,,
Olfr1377_GCSMix,03312023,10000,278.0,62.4,242.0,1000,0,300.0,66.0,300.0,66.0,0.0,1733,,,,
Olfr447,03312023,10000,217.0,67.2,183.0,1000,0,0.0,0.0,0.0,0.0,0.0,1000,,,,
Olfr447_R,03312023,10000,2544.0,124.0,2957.0,1000,100,0.0,0.0,0.0,0.0,0.0,1100,,,,
Olfr447_R_GCSMix,03312023,10000,2432.0,135.0,2697.0,1000,100,300.0,66.0,300.0,66.0,0.0,1833,,,,
Olfr447_GCSMix,03312023,10000,190.0,61.5,164.0,1000,0,300.0,66.0,300.0,66.0,0.0,1733,,,,
Olfr447_p50_R_GCSMix,03312023,10000,1477.0,138.0,1397.0,500,100,300.0,66.0,300.0,66.0,0.0,1333,,,,
RhopCI,06022022,10000,74.7,86.3,69.4,1000,0,0.0,0.0,,,1000.0,2000,0.0,,,
ORS6,06022022,10000,449.0,401.0,165.0,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
ORS6_Hspa12a,06022022,10000,865.0,193.0,663.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_Sult1d1,06022022,10000,727.0,215.0,483.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_Pde6d,06022022,10000,700.0,233.0,433.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_Fam217a,06022022,10000,803.0,187.0,603.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_Herpud1,06022022,10000,763.0,177.0,571.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_Tmbim6,06022022,10000,819.0,208.0,587.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_Manea,06022022,10000,849.0,179.0,665.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377,06022022,10000,1121.0,67.9,1183.0,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
Olfr1377_Hspa12a,06022022,10000,1293.0,69.9,1389.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_Sult1d1,06022022,10000,1201.0,70.1,1273.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_Pde6d,06022022,10000,1193.0,71.1,1268.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_Fam217a,06022022,10000,1254.0,72.7,1335.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_Herpud1,06022022,10000,1180.0,67.7,1261.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_Tmbim6,06022022,10000,1311.0,73.2,1389.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_Manea,06022022,10000,1150.0,72.4,1199.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
RhopCI,06302022,10000,112.0,66.2,105.0,0,0,0.0,0.0,,,1000.0,1000,0.0,,,
Rho-ORS6,06302022,10000,128.0,67.5,113.0,1000,0,0.0,0.0,,,1000.0,2000,0.0,,,
Rho-ORS6_R,06302022,10000,586.0,353.0,258.0,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
Rho-ORS6_RGC,06302022,10000,586.0,252.0,308.0,1000,100,300.0,300.0,,,300.0,2000,0.0,,,
Rho-ORS6_RGC_Acsl6,06302022,10000,593.0,257.0,310.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Rho-ORS6_RGC_Slc24a2,06302022,10000,437.0,189.0,244.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Rho-ORS6_RGC_RTP2,06302022,10000,444.0,182.0,254.0,1000,100,300.0,300.0,,,200.0,2000,100.0,,,
Rho-ORS6_RG,06302022,10000,601.0,336.0,271.0,1000,100,300.0,0.0,,,600.0,2000,0.0,,,
Rho-ORS6_RC,06302022,10000,462.0,230.0,234.0,1000,100,0.0,300.0,,,600.0,2000,0.0,,,
OR52A5,06302022,10000,3151.0,133.0,3455.0,100,0,0.0,0.0,,,1900.0,2000,0.0,,,
OR51B2,06302022,10000,10204.0,96.0,14584.0,100,0,0.0,0.0,,,1900.0,2000,0.0,,,
OR52A5,06302022,10000,1838.0,203.0,1689.0,100,0,0.0,0.0,,,1900.0,2000,0.0,,,
OR51B2,06302022,10000,21814.0,110.0,33840.0,100,0,0.0,0.0,,,1900.0,2000,0.0,,,
pCI,06302022,10000,187.0,64.3,152.0,0,0,0.0,0.0,,,2000.0,2000,0.0,,,
Flag-ORS6,06302022,10000,309.0,111.0,203.0,1000,0,0.0,0.0,,,1000.0,2000,0.0,,,
Flag-ORS6_R,06302022,10000,298.0,93.2,204.0,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
Flag-ORS6_RGC,06302022,10000,314.0,93.6,215.0,1000,100,300.0,300.0,,,300.0,2000,0.0,,,
pCI,06302022,10000,96.5,75.3,89.9,0,0,0.0,0.0,,,2000.0,2000,0.0,,,
HA-ORS6,06302022,10000,81.7,85.0,75.8,1000,0,0.0,0.0,,,1000.0,2000,0.0,,,
HA-ORS6_R,06302022,10000,89.7,79.9,82.2,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
HA-ORS6_RGC,06302022,10000,89.0,79.9,82.2,1000,100,300.0,300.0,,,300.0,2000,0.0,,,
RhopCI,07292022,10000,45.3,156.0,46.2,0,0,0.0,0.0,,,1000.0,1000,0.0,,,
ORS6,07292022,10000,109.0,95.0,93.8,1000,0,0.0,0.0,,,1000.0,2000,0.0,,,
ORS6_R,07292022,10000,722.0,187.0,518.0,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
ORS6_Gfy,07292022,10000,121.0,88.2,104.0,1000,0,300.0,0.0,,,700.0,2000,0.0,,,
ORS6_Clgn,07292022,10000,115.0,85.3,102.0,1000,0,0.0,300.0,,,700.0,2000,0.0,,,
ORS6_RG,07292022,10000,790.0,191.0,590.0,1000,100,300.0,0.0,,,600.0,2000,0.0,,,
ORS6_RC,07292022,10000,759.0,168.0,594.0,1000,100,0.0,300.0,,,600.0,2000,0.0,,,
ORS6_RGC,07292022,10000,802.0,148.0,653.0,1000,100,300.0,300.0,,,300.0,2000,0.0,,,
ORS6_RGC_Rtbdn,07292022,10000,665.0,169.0,488.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Rd3,07292022,10000,854.0,167.0,687.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Ebf2,07292022,10000,653.0,202.0,426.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Ebf4,07292022,10000,562.0,172.0,380.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Lingo2,07292022,10000,619.0,130.0,494.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Syt5,07292022,10000,761.0,171.0,591.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Gpx6,07292022,10000,623.0,170.0,443.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Jph4,07292022,10000,575.0,157.0,417.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Efna3,07292022,10000,626.0,176.0,440.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Clstn2,07292022,10000,718.0,164.0,544.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Flrt1,07292022,10000,675.0,158.0,507.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
RhopCI,04012023,10000,131.0,62.4,123.0,0,0,0.0,0.0,0.0,0.0,1000.0,1000,,,,
Olfr1377,04012023,10000,261.0,62.9,226.0,500,0,0.0,0.0,0.0,0.0,0.0,500,,,,
Olfr1377_R,04012023,10000,1643.0,77.7,1822.0,500,100,0.0,0.0,0.0,0.0,0.0,600,,,,
Olfr1377_1000ng_R_GCSMix,04012023,10000,2437.0,82.4,2969.0,1000,100,225.0,225.0,225.0,225.0,0.0,2000,,,,
Olfr1377_R_GCSMix,04012023,10000,2233.0,96.5,2739.0,500,100,225.0,225.0,225.0,225.0,0.0,1500,,,,
Olfr1377_GCSMix,04012023,10000,261.0,68.1,225.0,500,0,225.0,225.0,225.0,225.0,0.0,1400,,,,
Olfr1377_1000ng_R_GCSMix_optimized,04012023,10000,2105.0,83.3,2480.0,1000,100,300.0,66.0,300.0,66.0,0.0,1832,,,,
Olfr1377_R_GCSMix_optimized,04012023,10000,2349.0,93.4,2882.0,500,100,300.0,66.0,300.0,66.0,0.0,1332,,,,
Olfr1377_GCSMix_optimized,04012023,10000,280.0,68.8,241.0,500,0,300.0,66.0,300.0,66.0,0.0,1232,,,,
Olfr1047,04012023,10000,133.0,67.1,123.0,500,0,0.0,0.0,0.0,0.0,0.0,500,,,,
Olfr1047_R,04012023,10000,311.0,107.0,213.0,500,100,0.0,0.0,0.0,0.0,0.0,600,,,,
Olfr1047_R_GCSMix,04012023,10000,240.0,81.5,182.0,500,100,225.0,225.0,225.0,225.0,0.0,1500,,,,
Olfr1047_GCSMix,04012023,10000,127.0,63.3,120.0,500,0,225.0,225.0,225.0,225.0,0.0,1400,,,,
Olfr1047_R_GCSMix_optimized,04012023,10000,235.0,83.4,174.0,500,100,300.0,66.0,300.0,66.0,0.0,1332,,,,
Olfr1047_GCSMix_optimized,04012023,10000,126.0,64.0,118.0,500,0,300.0,66.0,300.0,66.0,0.0,1232,,,,
Olfr728,04012023,10000,139.0,65.6,127.0,500,0,0.0,0.0,0.0,0.0,0.0,500,,,,
Olfr728_R,04012023,10000,145.0,72.8,125.0,500,100,0.0,0.0,0.0,0.0,0.0,600,,,,
Olfr728_R_GCSMix,04012023,10000,139.0,64.8,126.0,500,100,225.0,225.0,225.0,225.0,0.0,1500,,,,
Olfr728_GCSMix,04012023,10000,100.0,73.9,95.1,500,0,225.0,225.0,225.0,225.0,0.0,1400,,,,
Olfr728_R_GCSMix_optimized,04012023,10000,138.0,67.1,123.0,500,100,300.0,66.0,300.0,66.0,0.0,1332,,,,
Olfr728_GCSMix_optimized,04012023,10000,124.0,67.8,114.0,500,0,300.0,66.0,300.0,66.0,0.0,1232,,,,
Olfr1110,04012023,10000,139.0,66.5,129.0,500,0,0.0,0.0,0.0,0.0,0.0,500,,,,
Olfr1110_R,04012023,10000,334.0,117.0,222.0,500,100,0.0,0.0,0.0,0.0,0.0,600,,,,
Olfr1110_R_GCSMix,04012023,10003,425.0,137.0,265.0,500,100,225.0,225.0,225.0,225.0,0.0,1500,,,,
Olfr1110_GCSMix,04012023,10000,109.0,74.7,100.0,500,0,225.0,225.0,225.0,225.0,0.0,1400,,,,
Olfr1110_R_GCSMix_optimized,04012023,10000,359.0,122.0,228.0,500,100,300.0,66.0,300.0,66.0,0.0,1332,,,,
Olfr1110_GCSMix_optimized,04012023,10000,136.0,67.1,123.0,500,0,300.0,66.0,300.0,66.0,0.0,1232,,,,
Olfr545,04012023,10000,136.0,69.7,117.0,500,0,0.0,0.0,0.0,0.0,0.0,500,,,,
Olfr545_R,04012023,10000,244.0,100.0,173.0,500,100,0.0,0.0,0.0,0.0,0.0,600,,,,
Olfr545_R_GCSMix,04012023,10000,143.0,73.0,123.0,500,100,225.0,225.0,225.0,225.0,0.0,1500,,,,
Olfr545_GCSMix,04012023,10000,119.0,71.0,109.0,500,0,225.0,225.0,225.0,225.0,0.0,1400,,,,
Olfr545_R_GCSMix_optimized,04012023,10000,166.0,79.0,133.0,500,100,300.0,66.0,300.0,66.0,0.0,1332,,,,
Olfr545_GCSMix_optimized,04012023,10000,111.0,72.2,103.0,500,0,300.0,66.0,300.0,66.0,0.0,1232,,,,
Rho-pCI,08172022,10085,38.4,165.0,38.5,0,0,0.0,0.0,,,1000.0,1000,0.0,,,
ORS6,08172022,10074,119.0,98.0,97.7,1000,0,0.0,0.0,,,1000.0,2000,0.0,,,
ORS6_R,08172022,10691,810.0,153.0,700.0,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
ORS6_G,08172022,10001,112.0,105.0,91.2,1000,0,300.0,0.0,,,700.0,2000,0.0,,,
ORS6_C,08172022,10000,100.0,97.4,86.1,1000,0,0.0,300.0,,,700.0,2000,0.0,,,
ORS6_RG,08172022,10000,782.0,150.0,668.0,1000,100,300.0,0.0,,,600.0,2000,0.0,,,
ORS6_RC,08172022,10000,792.0,142.0,695.0,1000,100,0.0,300.0,,,600.0,2000,0.0,,,
ORS6_RGC,08172022,10000,783.0,156.0,673.0,1000,100,300.0,300.0,,,300.0,2000,0.0,,,
ORS6_RGC_Rtbdn,08172022,10000,713.0,193.0,522.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Ebf4,08172022,10000,621.0,226.0,387.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Lingo2,08172022,10000,600.0,178.0,427.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Flrt1,08172022,10000,489.0,189.0,305.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Gpx6,08172022,10000,653.0,179.0,475.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Jph4,08172022,10000,436.0,155.0,302.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377,08172022,10000,73.0,108.0,64.2,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Olfr1377_R,08172022,10000,546.0,97.2,467.0,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
Olfr1377_G,08172022,10000,75.5,104.0,69.4,1000,0,300.0,0.0,,,700.0,2000,0.0,,,
Olfr1377_C,08172022,10000,67.8,112.0,61.6,1000,0,0.0,300.0,,,700.0,2000,0.0,,,
Olfr1377_RG,08172022,10000,595.0,91.0,524.0,1000,100,300.0,0.0,,,600.0,2000,0.0,,,
Olfr1377_RC,08172022,10000,673.0,87.5,616.0,1000,100,0.0,300.0,,,600.0,2000,0.0,,,
Olfr1377_RGC,08172022,10000,712.0,87.6,655.0,1000,100,300.0,300.0,,,300.0,2000,0.0,,,
Rho-pCI,09212022,10000,29.7,222.0,29.5,0,0,,,,,,0,,,,
OR52A5-chim,09212022,10000,3242.0,184.0,3359.0,100,0,,,,,,100,,,,
OR52A5-chim_R,09212022,10000,1781.0,135.0,1741.0,100,100,,,,,,200,,,,
OR10A6-chim,09212022,10000,258.0,198.0,97.7,100,0,,,,,,100,,,,
OR10A6-chim_R,09212022,10000,132.0,139.0,68.1,100,100,,,,,,200,,,,
OR1C1-chim,09212022,10000,116.0,154.0,52.6,100,0,,,,,,100,,,,
OR1C1-chim_R,09212022,10000,162.0,173.0,57.8,100,100,,,,,,200,,,,
OR2J3-chim,09212022,10000,49.9,136.0,46.2,100,0,,,,,,100,,,,
OR2J3-chim_R,09212022,10000,43.5,164.0,41.1,100,100,,,,,,200,,,,
OR51E2-chim,09212022,10000,3434.0,192.0,4049.0,100,0,,,,,,100,,,,
OR51E2-chim_R,09212022,10000,6253.0,106.0,8854.0,100,100,,,,,,200,,,,
Olfr1377,09212022,10000,68.2,119.0,60.4,1000,0,,,,,,1000,,,,
Olfr1377_R,09212022,10000,515.0,101.0,423.0,1000,100,,,,,,1100,,,,
Olfr1377-Zymo,09212022,10000,79.4,102.0,70.6,1000,100,,,,,,1100,,,,
Olfr1377-Zymo_R,09212022,10000,445.0,102.0,360.0,1000,0,,,,,,1000,,,,
ORS6,09212022,10000,96.4,105.0,82.2,1000,0,,,,,,1000,,,,
ORS6_R,09212022,10000,533.0,156.0,381.0,1000,100,,,,,,1100,,,,
ORS6-Zymo,09212022,10000,99.4,100.0,84.8,1000,100,,,,,,1100,,,,
ORS6-Zymo_R,09212022,10000,529.0,139.0,395.0,1000,100,,,,,,1100,,,,
RhopCI_Transf48hr,05222022,10569,138.0,55.1,150.0,0,0,0.0,0.0,,,0.0,0,,,,
ORS6_R_Transf48hr,05222022,11090,671.0,183.0,580.0,1000,100,0.0,0.0,,,900.0,2000,,,,
ORS6_R_Gfy_Clgn_Transf48hr,05222022,10968,737.0,246.0,634.0,1000,100,450.0,450.0,,,0.0,2000,,,,
Olfr1377_R_Transf48hr,05222022,11456,837.0,107.0,855.0,1000,100,0.0,0.0,,,900.0,2000,,,,
Olfr1377_R_Gfy_Clgn_Transf48hr,05222022,11297,825.0,120.0,858.0,1000,100,450.0,450.0,,,0.0,2000,,,,
RhopCI_Transf24hr,05222022,10101,96.2,60.0,109.0,0,0,0.0,0.0,,,0.0,0,,,,
ORS6_R_Transf24hr,05222022,10533,557.0,351.0,444.0,1000,100,0.0,0.0,,,900.0,2000,,,,
ORS6_R_Gfy_Clgn_Transf24hr,05222022,10599,447.0,285.0,369.0,1000,100,450.0,450.0,,,0.0,2000,,,,
500ngORS6_R_Gfy_Clgn_Transf24hr,05222022,10546,254.0,228.0,205.0,500,150,675.0,675.0,,,0.0,2000,,,,
750ngORS6_R_Gfy_Clgn_Transf24hr,05222022,10820,436.0,339.0,339.0,750,125,562.0,562.0,,,0.0,2000,,,,
1500ngORS6_R_Gfy_Clgn_Transf24hr,05222022,10635,491.0,246.0,450.0,1500,50,225.0,225.0,,,0.0,2000,,,,
Olfr1377_R_Transf24hr,05222022,10899,1039.0,71.7,1171.0,1000,100,0.0,0.0,,,900.0,2000,,,,
Olfr1377_R_Gfy_Clgn_Transf24hr,05222022,11067,1131.0,77.3,1287.0,1000,100,450.0,450.0,,,0.0,2000,,,,
500ngOlfr1377_R_Gfy_Clgn_Transf24hr,05222022,11931,918.0,84.9,1016.0,500,150,675.0,675.0,,,0.0,2000,,,,
750ngOlfr1377_R_Gfy_Clgn_Transf24hr,05222022,13143,993.0,75.3,1114.0,750,125,562.0,562.0,,,0.0,2000,,,,
1500ngOlfr1377_R_Gfy_Clgn_Transf24hr,05222022,11494,599.0,94.2,615.0,1500,50,225.0,225.0,,,0.0,2000,,,,
RhopCI_Transf12hr,05222022,9647,75.7,68.4,85.3,0,0,0.0,0.0,,,0.0,0,,,,
ORS6_R_Transf12hr,05222022,10204,225.0,244.0,190.0,1000,100,0.0,0.0,,,900.0,2000,,,,
ORS6_R_Gfy_Clgn_Transf12hr,05222022,10300,227.0,185.0,217.0,1000,100,450.0,450.0,,,0.0,2000,,,,
Olfr1377_R_Transf12hr,05222022,10630,548.0,87.8,657.0,1000,100,0.0,0.0,,,900.0,2000,,,,
Olfr1377_R_Gfy_Clgn_Transf12hr,05222022,10886,733.0,84.6,894.0,1000,100,450.0,450.0,,,0.0,2000,,,,
RhopCI,06142022,9980,52.1,120.0,51.4,0,0,0.0,0.0,,,1000.0,1000,0.0,,,
ORS6,06142022,10000,109.0,99.0,87.4,1000,0,0.0,0.0,,,1000.0,2000,0.0,,,
