Sample_name,Count,GeoMean,Rcv,Median,exp_date,OR,RTP1S,Gfy,Clgn,Syt1,Syt5,others,tube,Total,pCI,gene-mix,Rho ,Syt_genes,1-Antibody,tubes,total,RTP2
RhopCI,10000.0,77.1,79.5,74.5,06102022_Lu,1000.0,,,,,,,FACS_Tube_004_RhopCI.fcs,,,,,,,,,
ORS6,10000.0,99.1,80.8,88.7,06102022_Lu,1000.0,,,,,,,FACS_Tube_005_ORS6.fcs,1000.0,1000.0,,,,,,,
ORS6+Hspa12a,10000.0,99.1,83.4,87.4,06102022_Lu,1000.0,,,,,,300.0,FACS_Tube_006_ORS6_Hspa12a.fcs,1300.0,700.0,,,,,,,
ORS6+R,10017.0,545.0,502.0,194.0,06102022_Lu,1000.0,100.0,,,,,300.0,FACS_Tube_007_ORS6_R.fcs,1400.0,600.0,,,,,,,
ORS6+RGC,10000.0,670.0,352.0,326.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_008_ORS6_RGC.fcs,2000.0,0.0,,,,,,,
ORS6+RGC+Hspa12a,10000.0,711.0,404.0,325.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_009_ORS6_RGC_Hspa12a.fcs,2000.0,0.0,,,,,,,
ORS6+RGC+Acsl6,10000.0,915.0,238.0,641.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_010_ORS6_RGC_Acsl6.fcs,2000.0,0.0,,,,,,,
ORS6+RGC+Cfap206,10000.0,726.0,266.0,427.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_011_ORS6_RGC_Cfap206.fcs,2000.0,0.0,,,,,,,
ORS6+RGC+Efcab10,10000.0,744.0,343.0,383.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_012_ORS6_RGC_Efcab10.fcs,2000.0,0.0,,,,,,,
ORS6+RGC+Slc24a2,10000.0,700.0,230.0,429.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_013_ORS6_RGC_Slc24a2.fcs,2000.0,0.0,,,,,,,
ORS6+RGC+Klhl5,10000.0,764.0,288.0,438.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_014_ORS6_RGC_Klhl5.fcs,2000.0,0.0,,,,,,,
Olfr1377,10000.0,135.0,62.9,123.0,06102022_Lu,1000.0,,,,,,,FACS_Tube_015_Olfr1377.fcs,1000.0,1000.0,,,,,,,
Olfr1377+Hspa12a,10000.0,143.0,62.5,129.0,06102022_Lu,1000.0,,,,,,300.0,FACS_Tube_016_Olfr1377_Hspa12a.fcs,1300.0,700.0,,,,,,,
Olfr1377+R,10000.0,1216.0,73.4,1295.0,06102022_Lu,1000.0,100.0,,,,,300.0,FACS_Tube_017_Olfr1377_R.fcs,1400.0,600.0,,,,,,,
Olfr1377+RGC,10000.0,1309.0,76.3,1405.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_018_Olfr1377_RGC.fcs,2000.0,0.0,,,,,,,
Olfr1377+RGC+Hspa12a,10000.0,1350.0,76.4,1453.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_019_Olfr1377_RGC_Hspa12a.fcs,2000.0,0.0,,,,,,,
Olfr1377+RGC+Acsl6,10000.0,1265.0,74.0,1340.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_020_Olfr1377_RGC_Acsl6.fcs,2000.0,0.0,,,,,,,
Olfr1377+RGC+Cfap206,10000.0,1270.0,76.8,1340.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_021_Olfr1377_RGC_Cfap206.fcs,2000.0,0.0,,,,,,,
Olfr1377+RGC+Efcab10,10000.0,1298.0,78.3,1376.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_022_Olfr1377_RGC_Efcab10.fcs,2000.0,0.0,,,,,,,
Olfr1377+RGC+Slc24a2,10000.0,1203.0,77.9,1266.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_023_Olfr1377_RGC_Slc24a2.fcs,2000.0,0.0,,,,,,,
Olfr1377+RGC+Klhl5,10000.0,1150.0,71.8,1213.0,06102022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_024_Olfr1377_RGC_Klhl5.fcs,2000.0,0.0,,,,,,,
RhopCI,10100.0,27.1,251.0,28.2,08052022_Lu,1000.0,,,,,,,FACS_Tube_004_RhopCI.fcs,1000.0,1000.0,,,,,,,
ORS6,10092.0,104.0,126.0,83.7,08052022_Lu,1000.0,,,,,,,FACS_Tube_005_ORS6.fcs,2000.0,1000.0,,,,,,,
ORS6+R,10085.0,822.0,189.0,857.0,08052022_Lu,1000.0,100.0,,,,,,FACS_Tube_006_ORS6_R.fcs,2000.0,900.0,,,,,,,
ORS6+G,10157.0,101.0,126.0,83.0,08052022_Lu,1000.0,,300.0,,,,,FACS_Tube_007_ORS6_G.fcs,2000.0,700.0,,,,,,,
ORS6+C,10143.0,103.0,107.0,90.5,08052022_Lu,1000.0,,,300.0,,,,FACS_Tube_008_ORS6_C.fcs,2000.0,700.0,,,,,,,
ORS6+RG,10104.0,824.0,173.0,878.0,08052022_Lu,1000.0,100.0,300.0,,,,,FACS_Tube_009_ORS6_RG.fcs,2000.0,600.0,,,,,,,
ORS6+RC,10164.0,861.0,158.0,930.0,08052022_Lu,1000.0,100.0,,300.0,,,,FACS_Tube_010_ORS6_RC.fcs,2000.0,600.0,,,,,,,
ORS6+RGC,10120.0,862.0,155.0,942.0,08052022_Lu,1000.0,100.0,300.0,300.0,,,,FACS_Tube_011_ORS6_RGC.fcs,2000.0,300.0,,,,,,,
ORS6+RGC+Rtbdn,10101.0,955.0,147.0,1121.0,08052022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_012_ORS6_RGC_Rtbdn.fcs,2000.0,,,,,,,,
ORS6+RGC+Ebf4,10114.0,759.0,218.0,719.0,08052022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_013_ORS6_RGC_Ebf4.fcs,2000.0,,,,,,,,
ORS6+RGC+Lingo2,10129.0,726.0,178.0,713.0,08052022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_014_ORS6_RGC_Lingo2.fcs,2000.0,,,,,,,,
ORS6+RGC+Flrt1,10115.0,572.0,187.0,494.0,08052022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_015_ORS6_RGC_Flrt1.fcs,2000.0,,,,,,,,
ORS6+RGC+Gpx6,10121.0,792.0,160.0,827.0,08052022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_016_ORS6_RGC_Gpx6.fcs,2000.0,,,,,,,,
ORS6+RGC+Jph4,10734.0,531.0,162.0,473.0,08052022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_017_ORS6_RGC_Jph4.fcs,2000.0,,,,,,,,
ORS6+RGC+Efna3,10000.0,644.0,139.0,671.0,08052022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_018_ORS6_RGC_Efna3.fcs,2000.0,,,,,,,,
Olfr1377+R,10000.0,700.0,89.2,725.0,08052022_Lu,1000.0,100.0,,,,,,FACS_Tube_019_Olfr1377_R.fcs,2000.0,900.0,,,,,,,
Olfr1377+G,10000.0,77.2,118.0,70.7,08052022_Lu,1000.0,,300.0,,,,,FACS_Tube_020_Olfr1377_G.fcs,2000.0,700.0,,,,,,,
Olfr1377+C,10000.0,69.4,124.0,64.0,08052022_Lu,1000.0,,,300.0,,,,FACS_Tube_021_Olfr1377_C.fcs,2000.0,700.0,,,,,,,
Olfr1377+RG,10000.0,728.0,86.9,760.0,08052022_Lu,1000.0,100.0,300.0,,,,,FACS_Tube_022_Olfr1377_RG.fcs,2000.0,600.0,,,,,,,
Olfr1377+RC,10000.0,910.0,81.5,990.0,08052022_Lu,1000.0,100.0,,300.0,,,,FACS_Tube_023_Olfr1377_RC.fcs,2000.0,600.0,,,,,,,
Olfr1377+RGC,10000.0,1051.0,83.8,1170.0,08052022_Lu,1000.0,100.0,300.0,300.0,,,,FACS_Tube_024_Olfr1377_RGC.fcs,2000.0,300.0,,,,,,,
RhopCI,10346.0,117.0,68.6,109.0,09052022_Lu,1000.0,,,,,,,FACS_Tube_004_Rho-pCI.fcs,1000.0,1000.0,,,,,,,
Olfr1377,10183.0,171.0,61.4,156.0,09052022_Lu,1000.0,,,,,,,FACS_Tube_005_Olfr1377.fcs,2000.0,1000.0,,,,,,,
Olfr1377+Mix,10246.0,206.0,58.2,187.0,09052022_Lu,1000.0,,,,,,,FACS_Tube_006_Olfr1377_Mix.fcs,2000.0,400.0,600.0,,,,,,
Olfr1377+R,10131.0,1291.0,76.6,1310.0,09052022_Lu,1000.0,100.0,,,,,,FACS_Tube_007_Olfr1377_R.fcs,2000.0,900.0,,,,,,,
Olfr1377+R+Mix,10172.0,1387.0,75.6,1432.0,09052022_Lu,1000.0,100.0,,,,,,FACS_Tube_008_Olfr1377_R_Mix.fcs,2000.0,300.0,600.0,,,,,,
Olfr1377+RGC,10141.0,1379.0,78.1,1424.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_009_Olfr1377_RGC.fcs,2000.0,600.0,,,,,,,
Olfr1377+RGC+Mix,10057.0,1570.0,78.3,1646.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_010_Olfr1377_RGC_Mix.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+Hspa12a,10057.0,1382.0,77.0,1442.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_011_Olfr1377_RGC_Hspa12a.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Sult1d1,10048.0,1343.0,78.7,1386.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_012_Olfr1377_RGC_Sult1d1.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Acsl6,10056.0,1286.0,74.6,1307.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_013_Olfr1377_RGC_Acsl6.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Cfap206,10045.0,1325.0,79.4,1371.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_014_Olfr1377_RGC_Cfap206.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Pde6d,10049.0,1291.0,75.9,1327.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_015_Olfr1377_RGC_Pde6d.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Slc24a2,10047.0,1117.0,83.4,1108.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_016_Olfr1377_RGC_Slc24a2.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Ttc21a,10041.0,1277.0,78.9,1307.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_017_Olfr1377_RGC_Ttc21a.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Fam217a,10049.0,1182.0,82.3,1188.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_018_Olfr1377_RGC_Fam217a.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Herpud1,10024.0,1178.0,73.7,1186.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_019_Olfr1377_RGC_Herpud1.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Tmbim6,10000.0,740.0,84.2,677.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_020_Olfr1377_RGC_Tmbim6.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Manea,10000.0,879.0,89.5,828.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_021_Olfr1377_RGC_Manea.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Clstn2,10000.0,1105.0,75.4,1108.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_022_Olfr1377_RGC_Clstn2.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Ccdc184,10000.0,1305.0,76.4,1348.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_023_Olfr1377_RGC_Ccdc184.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Ebf2,10000.0,1016.0,70.4,1044.0,09052022_Lu,1000.0,100.0,150.0,150.0,,,300.0,FACS_Tube_024_Olfr1377_RGC_Ebf2.fcs,2000.0,300.0,,,,,,,
RhopCI,10051.0,86.7,78.3,84.8,02032023_Lu,1000.0,,,,,,,FACS_Tube_004_Rho pCI.fcs,2000.0,2000.0,,,,,,,
Olfr1377,10042.0,159.0,66.0,143.0,02032023_Lu,1000.0,,,,,,,FACS_Tube_005_Olfr1377.fcs,2000.0,1000.0,,,,,,,
Olfr1377+RGC,10070.0,1424.0,85.7,1492.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_006_Olfr1377_RGC .fcs,2000.0,600.0,,,,,,,
Olfr1377+RGC+Syt5,10064.0,2137.0,93.8,2480.0,02032023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_007_Olfr1377_RGC_Syt5.fcs,2000.0,,,,,,,,
Olfr1377+RGC+SytMix,10120.0,1490.0,87.6,1621.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_008_Olfr1377_RGC_SytMix.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+Syt1,10066.0,2066.0,79.6,2387.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_009_Olfr1377_RGC_Syt1.fcs,2000.0,,,,600.0,,,,
Olfr1377+RGC+Syt4,10053.0,1096.0,92.1,1110.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_010_Olfr1377_RGC_Syt4.fcs,2000.0,,,,600.0,,,,
Olfr1377+RGC+Syt7,10243.0,1114.0,94.3,1134.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_011_Olfr1377_RGC_Syt7.fcs,2000.0,,,,600.0,,,,
Olfr1377+RGC+Syt11,10041.0,972.0,88.1,1018.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_012_Olfr1377_RGC_Syt11.fcs,2000.0,,,,600.0,,,,
Olfr1377+RGC+Syt14,10121.0,1194.0,77.9,1270.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_013_Olfr1377_RGC_Syt14.fcs,2000.0,,,,600.0,,,,
Olfr1377+RGC+Syt16,10921.0,1036.0,82.6,1072.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_014_Olfr1377_RGC_Syt16.fcs,2000.0,,,,600.0,,,,
Olfr1377+RGC+Sytl1,10027.0,1333.0,79.4,1418.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_015_Olfr1377_RGC_Sytl1.fcs,2000.0,,,,600.0,,,,
Olfr1377+RGC+Sytl2,10029.0,1228.0,87.6,1285.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_016_Olfr1377_RGC_Sytl2.fcs,2000.0,,,,600.0,,,,
ORS6,10027.0,152.0,77.5,127.0,02032023_Lu,1000.0,,,,,,,FACS_Tube_017_ORS6 .fcs,2000.0,1000.0,,,,,,,
ORS6+RGC,10032.0,929.0,382.0,506.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_018_ORS6_RGC.fcs,2000.0,600.0,,,,,,,
ORS6+RGC+Syt5,10034.0,1307.0,335.0,978.0,02032023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_019_ORS6_RGC_Syt5.fcs,2000.0,,,,,,,,
ORS6+RGC+SytMIX,10041.0,1252.0,341.0,908.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_020_ORS6_RGC_SytMIX.fcs,2000.0,,600.0,,,,,,
OR7D4,10910.0,78.1,85.3,73.2,02032023_Lu,1000.0,,,,,,,FACS_Tube_021_OR7D4.fcs,2000.0,1000.0,,,,,,,
OR7D4+RGC,10228.0,89.4,79.5,83.5,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_022_OR7D4_RGC.fcs,2000.0,600.0,,,,,,,
OR7D4+RGC+Syt5,10036.0,106.0,71.7,99.0,02032023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_023_OR7D4_RGC_Syt5.fcs,2000.0,,,,,,,,
OR7D4+RGC+SytMIX,10071.0,107.0,74.3,96.4,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_024_OR7D4_RGC_SytMIX.fcs,2000.0,,600.0,,,,,,
Olfr5A2,10040.0,99.5,77.8,91.2,02032023_Lu,1000.0,,,,,,,FACS_Tube_025_Olfr5A2.fcs,2000.0,1000.0,,,,,,,
Olfr5A2+RGC,10060.0,98.5,78.9,89.9,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_026_Olfr5A2_RGC.fcs,2000.0,600.0,,,,,,,
Olfr5A2+RGC+Syt5,10466.0,83.2,85.2,77.1,02032023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_027_Olfr5A2_RGC_Syt5.fcs,2000.0,,,,,,,,
Olfr5A2+RGC+SytMIX,11303.0,80.2,87.7,71.9,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_028_Olfr5A2_RGC_SytMIX.fcs,2000.0,,600.0,,,,,,
Olfr749,10030.0,79.2,82.7,77.1,02032023_Lu,1000.0,,,,,,,FACS_Tube_029_Olfr749.fcs,2000.0,1000.0,,,,,,,
Olfr749+RGC,10056.0,249.0,131.0,121.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_030_Olfr749_RGC.fcs,2000.0,600.0,,,,,,,
Olfr749+RGC+Syt5,10067.0,225.0,134.0,112.0,02032023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_031_Olfr749_RGC_Syt5.fcs,2000.0,,,,,,,,
Olfr749+RGC+SytMIX,10061.0,173.0,99.7,105.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_032_Olfr749_RGC_SytMIX.fcs,2000.0,,600.0,,,,,,
Olfr743,10038.0,237.0,70.4,204.0,02032023_Lu,1000.0,,,,,,,FACS_Tube_033_Olfr743.fcs,2000.0,1000.0,,,,,,,
Olfr743+RGC,4378.0,5741.0,95.1,7381.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_034_Olfr743_RGC.fcs,2000.0,600.0,,,,,,,
Olfr743+RGC+Syt5,10000.0,6732.0,77.0,9322.0,02032023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_035_Olfr743_RGC_Syt5.fcs,2000.0,,,,,,,,
Olfr743+RGC+SytMix,509.0,4022.0,91.7,4821.0,02032023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_036_Olfr743_RGC_SytMix.fcs,2000.0,,600.0,,,,,,
RhopCI,10146.0,37.4,207.0,37.2,09012022_Lu,1000.0,,,,,,,FACS_Tube_004_Rho-pCI.fcs,0.0,,,,,,,,
OR51E2,10139.0,2904.0,153.0,3077.0,09012022_Lu,100.0,,,,,,,FACS_Tube_005_OR51E2.fcs,100.0,,,,,,,,
OR2T1_ortholog_cons,10116.0,1643.0,161.0,1646.0,09012022_Lu,100.0,,,,,,,FACS_Tube_006_OR2T1_ortholog_cons.fcs,100.0,,,,,,,,
OR2T1_ortholog_cons+R,10521.0,6062.0,126.0,7546.0,09012022_Lu,100.0,100.0,,,,,,FACS_Tube_007_OR2T1_ortholog_cons_R.fcs,200.0,,,,,,,,
OR11A1_ortholog_cons,9989.0,1033.0,135.0,943.0,09012022_Lu,100.0,,,,,,,FACS_Tube_008_OR11A1_ortholog_cons.fcs,100.0,,,,,,,,
OR11A1_ortholog_cons+R,10000.0,5737.0,130.0,6474.0,09012022_Lu,100.0,100.0,,,,,,FACS_Tube_009_OR11A1_ortholog_cons_R.fcs,200.0,,,,,,,,
OR10H1_chimera,10000.0,1117.0,114.0,1046.0,09012022_Lu,100.0,,,,,,,FACS_Tube_010_OR10H1_chimera.fcs,100.0,,,,,,,,
OR10H1_chimera+R,10000.0,1899.0,149.0,1899.0,09012022_Lu,100.0,100.0,,,,,,FACS_Tube_011_OR10H1_chimera_R.fcs,200.0,,,,,,,,
OR1A1_native,10000.0,123.0,107.0,97.7,09012022_Lu,100.0,,,,,,,FACS_Tube_012_OR1A1_native.fcs,2000.0,,,,,,,,
OR1A1_native+R,10000.0,800.0,130.0,657.0,09012022_Lu,100.0,100.0,,,,,,FACS_Tube_013_OR1A1_native_R.fcs,2000.0,,,,,,,,
TAS2R38,10000.0,1056.0,249.0,757.0,09012022_Lu,100.0,,,,,,,FACS_Tube_014_TAS2R38.fcs,2000.0,,,,,,,,
TAS2R8,10000.0,3359.0,142.0,3619.0,09012022_Lu,100.0,,,,,,,FACS_Tube_015_TAS2R8.fcs,2000.0,,,,,,,,
TAS2R16,10000.0,1324.0,187.0,1097.0,09012022_Lu,100.0,,,,,,,FACS_Tube_016_TAS2R16.fcs,2000.0,,,,,,,,
ORS6,10000.0,112.0,98.6,96.4,09012022_Lu,1000.0,,,,,,,FACS_Tube_017_ORS6.fcs,2000.0,1000.0,,,,,,,
ORS6+R,10000.0,901.0,179.0,745.0,09012022_Lu,1000.0,100.0,,,,,,FACS_Tube_018_ORS6_R.fcs,2000.0,900.0,,,,,,,
ORS6+RGC,10000.0,1032.0,153.0,950.0,09012022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_019_ORS6_RGC.fcs,2000.0,,600.0,,,,,,
ORS6+RGC+Mix,10000.0,1283.0,149.0,1327.0,09012022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_020_ORS6_RGC_MIX.fcs,2000.0,,600.0,,,,,,
Olfr1377,10000.0,88.0,103.0,80.9,09012022_Lu,1000.0,,,,,,,FACS_Tube_021_Olfr1377.fcs,2000.0,1000.0,,,,,,,
Olfr1377+R,10000.0,915.0,85.0,903.0,09012022_Lu,1000.0,100.0,,,,,,FACS_Tube_022_Olfr1377_R.fcs,2000.0,900.0,,,,,,,
Olfr1377+RGC,10000.0,1096.0,104.0,1061.0,09012022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_023_Olfr1377_RGC.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+Mix,10000.0,1396.0,88.9,1442.0,09012022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_024_Olfr1377_RGC_MIX.fcs,2000.0,,600.0,,,,,,
RhopCI,10000.0,112.0,66.2,105.0,06302022_Lu,1000.0,,,,,,,FACS_Tube_004_RhopCI.fcs,1000.0,1000.0,,,,Rho,,,
Rho-ORS6,10000.0,128.0,67.5,113.0,06302022_Lu,1000.0,,,,,,,FACS_Tube_005_Rho-ORS6.fcs,2000.0,1000.0,,,,Rho,,,
Rho-ORS6+R,10000.0,586.0,353.0,258.0,06302022_Lu,1000.0,100.0,,,,,,FACS_Tube_006_Rho-ORS6_R.fcs,2000.0,900.0,,,,Rho,,,
Rho-ORS6+RGC,10000.0,586.0,252.0,308.0,06302022_Lu,1000.0,100.0,300.0,300.0,,,,FACS_Tube_007_Rho-ORS6_RGC.fcs,2000.0,300.0,,,,Rho,,,
Rho-ORS6+RGC+Acsl6,10000.0,593.0,257.0,310.0,06302022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_008_Rho-ORS6_RGC_Acsl6.fcs,2000.0,,,,,Rho,,,
Rho-ORS6+RGC+Slc24a2,10000.0,437.0,189.0,244.0,06302022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_009_Rho-ORS6_RGC_Slc24a2.fcs,2000.0,,,,,Rho,,,
Rho-ORS6+RGC+RTP2,10000.0,444.0,182.0,254.0,06302022_Lu,1000.0,100.0,300.0,300.0,,,100.0,FACS_Tube_010_Rho-ORS6_RGC_RTP2.fcs,2000.0,200.0,,,,Rho,,,
Rho-ORS6+RG,10000.0,601.0,336.0,271.0,06302022_Lu,1000.0,100.0,300.0,,,,,FACS_Tube_011_Rho-ORS6_RG.fcs,2000.0,600.0,,,,Rho,,,
Rho-ORS6+RC,10000.0,462.0,230.0,234.0,06302022_Lu,1000.0,100.0,,300.0,,,,FACS_Tube_012_Rho-ORS6_RC.fcs,2000.0,600.0,,,,Rho,,,
OR52A5,10000.0,3151.0,133.0,3455.0,06302022_Lu,100.0,,,,,,,FACS_Tube_013_OR52A5.fcs,2000.0,1900.0,,,,Rho,,,
OR51B2,10000.0,10204.0,96.0,14584.0,06302022_Lu,100.0,,,,,,,FACS_Tube_014_OR51B2.fcs,2000.0,1900.0,,,,Rho,,,
OR52A5,10000.0,1838.0,203.0,1689.0,06302022_Lu,100.0,,,,,,,FACS_Tube_015_OR52A5.fcs,2000.0,1900.0,,,,Flag,,,
OR51B2,10000.0,21814.0,110.0,33840.0,06302022_Lu,100.0,,,,,,,FACS_Tube_016_OR51B2.fcs,2000.0,1900.0,,,,Flag,,,
pCI,10000.0,187.0,64.3,152.0,06302022_Lu,,,,,,,,FACS_Tube_017_pCI.fcs,2000.0,2000.0,,,,Flag,,,
Flag-ORS6,10000.0,309.0,111.0,203.0,06302022_Lu,1000.0,,,,,,,FACS_Tube_018_Flag-ORS6.fcs,2000.0,1000.0,,,,Flag,,,
Flag-ORS6+R,10000.0,298.0,93.2,204.0,06302022_Lu,1000.0,100.0,,,,,,FACS_Tube_019_Flag-ORS6_R.fcs,2000.0,900.0,,,,Flag,,,
Flag-ORS6+RGC,10000.0,314.0,93.6,215.0,06302022_Lu,1000.0,100.0,300.0,300.0,,,,FACS_Tube_020_Flag-ORS6_RGC.fcs,2000.0,300.0,,,,Flag,,,
pCI,10000.0,96.5,75.3,89.9,06302022_Lu,,,,,,,,FACS_Tube_021_pCI.fcs,2000.0,2000.0,,,,HA,,,
HA-ORS6,10000.0,81.7,85.0,75.8,06302022_Lu,1000.0,,,,,,,FACS_Tube_022_HA-ORS6.fcs,2000.0,1000.0,,,,HA,,,
HA-ORS6+R,10000.0,89.7,79.9,82.2,06302022_Lu,1000.0,100.0,,,,,,FACS_Tube_023_HA-ORS6_R.fcs,2000.0,900.0,,,,HA,,,
HA-ORS6+RGC,10000.0,89.0,79.9,82.2,06302022_Lu,1000.0,100.0,300.0,300.0,,,,FACS_Tube_024_HA-ORS6_RGC.fcs,2000.0,300.0,,,,HA,,,
RhopCI,,96.0,84.8,91.2,11082023_Lu,1000.0,,,,,,,FACS_Tube_004_RhopCI.fcs,0.0,,,,,,,,
Olfr1377,,137.0,71.0,129.0,11082023_Lu,500.0,,,,,,,FACS_Tube_005_Olfr1377.fcs,2000.0,1500.0,,,,,,,
Olfr1377+R,,800.0,151.0,633.0,11082023_Lu,500.0,100.0,,,,,,FACS_Tube_006_Olfr1377_R.fcs,2000.0,1400.0,,,,,,,
Olfr1377+R+Syt1,,1565.0,110.0,1680.0,11082023_Lu,500.0,100.0,,,300.0,,,FACS_Tube_007_Olfr1377_R_Syt1.fcs,2000.0,1100.0,,,,,,,
500_150_300,,1353.0,99.2,1456.0,11082023_Lu,500.0,150.0,,,300.0,,,FACS_Tube_008_500_150_300.fcs,950.0,,,,,,,,
