Sample_name,Count,GeoMean,Rcv,Median,exp_date,OR,RTP1S,Gfy,Clgn,Syt1,Syt5,others,tube,Total,pCI,gene-mix,Rho ,Syt_genes,1-Antibody,tubes,total,RTP2
Olfr1377+RGC+Chgb_2,10000.0,1494.0,83.1,1725.0,03152023_Lu,1000.0,100.0,150.0,150.0,,,600.0,FACS_Tube_007_Olfr1377_RGC_Chgb_2.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Chgb_6,10000.0,1517.0,82.1,1777.0,03152023_Lu,1000.0,100.0,150.0,150.0,,,600.0,FACS_Tube_008_Olfr1377_RGC_Chgb_6.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt1,10000.0,1732.0,85.4,2068.0,03152023_Lu,1000.0,100.0,150.0,150.0,300.0,,,FACS_Tube_009_Olfr1377_RGC_Syt1.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Syt1_InteractionMix1,10000.0,1629.0,92.3,1924.0,03152023_Lu,1000.0,100.0,150.0,150.0,300.0,,,FACS_Tube_010_Olfr1377_RGC_Syt1_InteractionMix1.fcs,2000.0,,300.0,,,,,,
Olfr1377+RGC+Syt1_InteractionMix2,10000.0,1639.0,90.2,1910.0,03152023_Lu,1000.0,100.0,150.0,150.0,300.0,,,FACS_Tube_011_Olfr1377_RGC_Syt1_InteractionMix2.fcs,2000.0,,300.0,,,,,,
Olfr1377+RGC+Syt1+Syt5,10000.0,1833.0,94.1,2240.0,03152023_Lu,1000.0,100.0,150.0,150.0,300.0,300.0,,FACS_Tube_012_Olfr1377_RGC_Syt1_Syt5.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt9,10000.0,1178.0,104.0,1206.0,03152023_Lu,1000.0,100.0,150.0,150.0,,,600.0,FACS_Tube_013_Olfr1377_RGC_Syt9.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Esyt2,10000.0,1445.0,85.7,1658.0,03152023_Lu,1000.0,100.0,150.0,150.0,,,600.0,FACS_Tube_014_Olfr1377_RGC_Esyt2.fcs,2000.0,,,,,,,,
OR7C1_wt,10000.0,116.0,67.8,103.0,03152023_Lu,1000.0,,,,,,,FACS_Tube_015_OR7C1_wt.fcs,1000.0,,,,,,,,
OR7C1_wt+Rtp1,10000.0,158.0,59.5,143.0,03152023_Lu,1000.0,100.0,,,,,,FACS_Tube_016_OR7C1_wt_Rtp1.fcs,1100.0,,,,,,,,
OR7C1_gen1,10000.0,106.0,72.9,93.8,03152023_Lu,1000.0,,,,,,,FACS_Tube_017_OR7C1_gen1.fcs,1000.0,,,,,,,,
OR7C1_gen1+Rtp1,10000.0,292.0,66.1,261.0,03152023_Lu,1000.0,100.0,,,,,,FACS_Tube_018_OR7C1_gen1_Rtp1.fcs,1100.0,,,,,,,,
OR7C1_gen2,10000.0,176.0,62.0,161.0,03152023_Lu,1000.0,,,,,,,FACS_Tube_019_OR7C1_gen2.fcs,1000.0,,,,,,,,
OR7C1_gen2+Rtp1,10000.0,536.0,67.7,502.0,03152023_Lu,1000.0,100.0,,,,,,FACS_Tube_020_OR7C1_gen2_Rtp1.fcs,1100.0,,,,,,,,
OR5A2_wt,10000.0,98.3,71.7,89.9,03152023_Lu,1000.0,,,,,,,FACS_Tube_021_OR5A2_wt.fcs,1000.0,,,,,,,,
OR5A2_wt+Rtp1,10000.0,100.0,72.1,91.2,03152023_Lu,1000.0,100.0,,,,,,FACS_Tube_022_OR5A2_wt_Rtp1.fcs,1100.0,,,,,,,,
OR5A2_gen1,10000.0,108.0,69.4,97.7,03152023_Lu,1000.0,,,,,,,FACS_Tube_023_OR5A2_gen1.fcs,1000.0,,,,,,,,
OR5A2_gen1+Rtp1,10000.0,191.0,70.5,166.0,03152023_Lu,1000.0,100.0,,,,,,FACS_Tube_024_OR5A2_gen1_Rtp1.fcs,1100.0,,,,,,,,
RhopCI,10000.0,148.0,69.3,127.0,02152023_Lu,1000.0,,,,,,,FACS_Tube_004_Rho pCI.fcs,2000.0,2000.0,,,,,,,
Olfr1377,10000.0,219.0,57.0,198.0,02152023_Lu,1000.0,,,,,,,FACS_Tube_005_Olfr1377.fcs,2000.0,1000.0,,,,,,,
Olfr1377+RGC,10000.0,1799.0,80.7,2103.0,02152023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_006_Olfr1377_RGC .fcs,2000.0,600.0,,,,,,,
Olfr1377+RGC+SytMix,10000.0,1834.0,85.1,2091.0,02152023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_007_Olfr1377_RGC_SytMix.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+Syt1_InteractionMix,10000.0,1125.0,92.7,1119.0,02152023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_008_Olfr1377_RGC_Syt1_InteractionMix.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+Syt1,10000.0,2171.0,82.0,2509.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,,FACS_Tube_009_Olfr1377_RGC_Syt1.fcs,2000.0,300.0,,,,,,,
Olfr1377+RGC+Syt1+Syt5,10000.0,2150.0,86.0,2534.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,300.0,,FACS_Tube_010_Olfr1377_RGC_Syt1_Syt5.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt1+Stx1a,10000.0,767.0,107.0,646.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,300.0,FACS_Tube_011_Olfr1377_RGC_Syt1_Stx1a.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt1+Stx1b,10000.0,1318.0,86.5,1381.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,300.0,FACS_Tube_012_Olfr1377_RGC_Syt1_Stx1b.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt1+Chga,10000.0,2116.0,81.4,2524.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,300.0,FACS_Tube_013_Olfr1377_RGC_Syt1_Chga.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt1+Snap25,10000.0,1913.0,82.4,2214.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,300.0,FACS_Tube_014_Olfr1377_RGC_Syt1_Snap25.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt1+Vamp1,10000.0,1893.0,88.0,2152.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,300.0,FACS_Tube_015_Olfr1377_RGC_Syt1_Vamp1.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt1+Vamp2,10000.0,1534.0,89.9,1718.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,300.0,FACS_Tube_016_Olfr1377_RGC_Syt1_Vamp2.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt1+Pskh1,10000.0,1761.0,83.2,2010.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,300.0,FACS_Tube_017_Olfr1377_RGC_Syt1_Pskh1.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt1+Vamp2,10000.0,1688.0,85.6,1917.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,300.0,FACS_Tube_018_Olfr1377_RGC_Syt1_Vamp2.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt1+pCI,10000.0,1799.0,78.8,2044.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,300.0,FACS_Tube_019_Olfr1377_RGC_Syt1_pCI.fcs,2000.0,,,,,,,,
ORS6,10000.0,214.0,70.7,181.0,02152023_Lu,1000.0,,,,,,,FACS_Tube_020_ORS6 .fcs,1000.0,,,,,,,,
ORS6+RGC,10000.0,933.0,280.0,591.0,02152023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_021_ORS6_RGC.fcs,2000.0,600.0,,,,,,,
ORS6+RGC+SytMix,10000.0,1271.0,286.0,974.0,02152023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_022_ORS6_RGC_SytMix.fcs,2000.0,,600.0,,,,,,
ORS6+RGC+Syt1_InteractionMix,10000.0,540.0,157.0,337.0,02152023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_023_ORS6_RGC_Syt1_InteractionMix.fcs,2000.0,,600.0,,,,,,
ORS6+RGC+Syt1,10000.0,881.0,301.0,522.0,02152023_Lu,1000.0,100.0,150.0,150.0,300.0,,,FACS_Tube_024_ORS6_RGC_Syt1.fcs,2000.0,300.0,,,,,,,
RhopCI,10035.0,63.9,119.0,57.8,10122022_Lu,1000.0,,,,,,,FACS_Tube_004_Rho pCI.fcs,0.0,,,,,,,,
Olfr1377,10044.0,118.0,90.2,100.0,10122022_Lu,1000.0,,,,,,,FACS_Tube_005_Olfr1377.fcs,2000.0,1000.0,,,,,,,
Olfr1377+R,10068.0,1085.0,80.4,1076.0,10122022_Lu,1000.0,100.0,,,,,,FACS_Tube_006_Olfr1377_R.fcs,2000.0,900.0,,,,,,,
Olfr1377+RGC,10099.0,1206.0,81.8,1204.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_007_Olfr1377_RGC.fcs,2000.0,600.0,,,,,,,
Olfr1377+RGC+21MIX,10054.0,1261.0,79.2,1283.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_008_Olfr1377_RGC_21MIX .fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Sult1d1,10074.0,1349.0,78.1,1376.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_009_Olfr1377_RGC_21minus_Sult1d1.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Acsl6,10055.0,1372.0,81.5,1413.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_010_Olfr1377_RGC_21minus_Acsl6.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Cfap206,10059.0,1492.0,79.6,1555.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_011_Olfr1377_RGC_21minus_Cfap206.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Pde6d,10065.0,1323.0,79.1,1376.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_012_Olfr1377_RGC_21minus_Pde6d.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Slc24a2,10095.0,1228.0,80.1,1223.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_013_Olfr1377_RGC_21minus_Slc24a2.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Ttc21a,10077.0,1256.0,81.0,1268.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_014_Olfr1377_RGC_21minus_Ttc21a.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Fam217a,10066.0,1347.0,80.1,1389.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_015_Olfr1377_RGC_21minus_Fam217a.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Herpud1,10062.0,1198.0,79.6,1197.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_016_Olfr1377_RGC_21minus_Herpud1.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Tmbim6,10052.0,1191.0,76.9,1199.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_017_Olfr1377_RGC_21minus_Tmbim6.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Manea,10066.0,1276.0,81.0,1292.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_018_Olfr1377_RGC_21minus_Manea.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Clstn2,10061.0,1156.0,81.2,1150.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_019_Olfr1377_RGC_21minus_Clstn2.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Ccdc184,10080.0,1095.0,80.5,1082.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_020_Olfr1377_RGC_21minus_Ccdc184.fcs,2000.0,,600.0,,,,,,
Olfr1377+RGC+21minus_Ebf2,10075.0,1315.0,79.0,1335.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_021_Olfr1377_RGC_21minus_Ebf2.fcs,2000.0,,600.0,,,,,,
ORS6,5000.0,183.0,88.5,149.0,10122022_Lu,1000.0,,,,,,,FACS_Tube_022_ORS6 .fcs,2000.0,1000.0,,,,,,,
ORS6+RGC,5118.0,1137.0,149.0,1141.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_023_ORS6 _RGC .fcs,2000.0,600.0,,,,,,,
ORS6+RGC+21MIX,5000.0,1313.0,155.0,1340.0,10122022_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_024_ORS6 _RGC_21MIX.fcs,2000.0,,600.0,,,,,,
OR51E2,10000.0,1488.0,164.0,1384.0,09212022_Lu,100.0,,,,,,,FACS_Tube_003_OR51E2.fcs,100.0,,,,,,,,
RhopCI,10000.0,29.7,222.0,29.5,09212022_Lu,1000.0,,,,,,,FACS_Tube_004_Rho-pCI.fcs,0.0,,,,,,,,
OR52A5chim,10000.0,3242.0,184.0,3359.0,09212022_Lu,100.0,,,,,,,FACS_Tube_005_OR52A5-chim.fcs,100.0,,,,,,,,
OR52A5chim+R,10000.0,1781.0,135.0,1741.0,09212022_Lu,100.0,100.0,,,,,,FACS_Tube_006_OR52A5-chim_R.fcs,200.0,,,,,,,,
OR10A6chim,10000.0,258.0,198.0,97.7,09212022_Lu,100.0,,,,,,,FACS_Tube_007_OR10A6-chim.fcs,100.0,,,,,,,,
OR10A6chim+R,10000.0,132.0,139.0,68.1,09212022_Lu,100.0,100.0,,,,,,FACS_Tube_008_OR10A6-chim_R.fcs,200.0,,,,,,,,
OR1C1chim,10000.0,116.0,154.0,52.6,09212022_Lu,100.0,,,,,,,FACS_Tube_009_OR1C1-chim.fcs,100.0,,,,,,,,
OR1C1chim+R,10000.0,162.0,173.0,57.8,09212022_Lu,100.0,100.0,,,,,,FACS_Tube_010_OR1C1-chim_R.fcs,200.0,,,,,,,,
OR2J3chim,10000.0,49.9,136.0,46.2,09212022_Lu,100.0,,,,,,,FACS_Tube_011_OR2J3-chim.fcs,100.0,,,,,,,,
OR2J3chim+R,10000.0,43.5,164.0,41.1,09212022_Lu,100.0,100.0,,,,,,FACS_Tube_012_OR2J3-chim_R.fcs,200.0,,,,,,,,
OR51E2chim,10000.0,3434.0,192.0,4049.0,09212022_Lu,100.0,,,,,,,FACS_Tube_013_OR51E2-chim.fcs,100.0,,,,,,,,
OR51E2chim+R,10000.0,6253.0,106.0,8854.0,09212022_Lu,100.0,100.0,,,,,,FACS_Tube_014_OR51E2-chim_R.fcs,200.0,,,,,,,,
Olfr1377,10000.0,68.2,119.0,60.4,09212022_Lu,1000.0,,,,,,,FACS_Tube_015_Olfr1377.fcs,1000.0,,,,,,,,
Olfr1377+R,10000.0,515.0,101.0,423.0,09212022_Lu,1000.0,100.0,,,,,,FACS_Tube_016_Olfr1377_R.fcs,1100.0,,,,,,,,
Olfr1377(Zymo),10000.0,79.4,102.0,70.6,09212022_Lu,1000.0,100.0,,,,,,FACS_Tube_017_Olfr1377-Zymo.fcs,1100.0,,,,,,,,
Olfr1377(Zymo)+R,10000.0,445.0,102.0,360.0,09212022_Lu,1000.0,,,,,,,FACS_Tube_018_Olfr1377-Zymo_R.fcs,1000.0,,,,,,,,
ORS6,10000.0,96.4,105.0,82.2,09212022_Lu,1000.0,,,,,,,FACS_Tube_019_ORS6.fcs,1000.0,,,,,,,,
ORS6+R,10000.0,533.0,156.0,381.0,09212022_Lu,1000.0,100.0,,,,,,FACS_Tube_020_ORS6_R.fcs,1100.0,,,,,,,,
ORS6(Zymo),10000.0,99.4,100.0,84.8,09212022_Lu,1000.0,100.0,,,,,,FACS_Tube_021_ORS6-Zymo.fcs,1100.0,,,,,,,,
ORS6(Zymo)+R,10000.0,529.0,139.0,395.0,09212022_Lu,1000.0,100.0,,,,,,FACS_Tube_022_ORS6-Zymo_R.fcs,1100.0,,,,,,,,
RhopCI,10635.0,127.0,74.6,114.0,08212022_Lu,1000.0,,,,,,,FACS_Tube_004_Rho-pCI.fcs,0.0,,,,,,,,
OR51E2,10457.0,5910.0,147.0,6516.0,08212022_Lu,100.0,,,,,,,FACS_Tube_005_OR51E2_RHO_100.fcs,100.0,,,1/100,,,,,
OR51E2,10425.0,4579.0,152.0,5071.0,08212022_Lu,100.0,,,,,,,FACS_Tube_006_OR51E2_RHO_200.fcs,100.0,,,1/200,,,,,
OR51E2,10523.0,3356.0,151.0,3590.0,08212022_Lu,100.0,,,,,,,FACS_Tube_007_OR51E2_RHO_400.fcs,100.0,,,1/400,,,,,
OR51E2,10462.0,2127.0,143.0,2173.0,08212022_Lu,100.0,,,,,,,FACS_Tube_008_OR51E2_RHO_800.fcs,100.0,,,1/800,,,,,
OR51E2,10517.0,1554.0,136.0,1492.0,08212022_Lu,100.0,,,,,,,FACS_Tube_009_OR51E2_RHO_1600.fcs,100.0,,,1/1600,,,,,
OR1A1_chim,10548.0,1234.0,300.0,814.0,08212022_Lu,100.0,,,,,,,FACS_Tube_010_OR1A1_Chim.fcs,100.0,,,,,,,,
OR2T1_chim,10528.0,13250.0,66.2,15782.0,08212022_Lu,100.0,,,,,,,FACS_Tube_011_OR2T1_Chim.fcs,100.0,,,,,,,,
OR10G4_chim,10554.0,2235.0,136.0,2387.0,08212022_Lu,100.0,,,,,,,FACS_Tube_012_OR10G4_Chim.fcs,100.0,,,,,,,,
OR10J5_chim,10605.0,1846.0,400.0,1405.0,08212022_Lu,100.0,,,,,,,FACS_Tube_013_OR10J5_Chim.fcs,100.0,,,,,,,,
OR2T1_ortholog_cons,10616.0,2059.0,136.0,2253.0,08212022_Lu,100.0,,,,,,,FACS_Tube_014_OR2T1_ortholog_con.fcs,100.0,,,,,,,,
OR5P3_ortholog_cons,10602.0,11270.0,110.0,15967.0,08212022_Lu,100.0,,,,,,,FACS_Tube_015_OR5P3_ortholog_con.fcs,100.0,,,,,,,,
OR11A1_ortholog_cons,10614.0,1446.0,125.0,1495.0,08212022_Lu,100.0,,,,,,,FACS_Tube_016_OR11A1_ortholog_con.fcs,100.0,,,,,,,,
TAAR5,10626.0,2679.0,114.0,3077.0,08212022_Lu,100.0,,,,,,,FACS_Tube_017_TAAR5.fcs,100.0,,,,,,,,
OR2W1_chim,10000.0,681.0,202.0,423.0,08212022_Lu,100.0,,,,,,,FACS_Tube_018_OR2W1_Chim.fcs,100.0,,,,,,,,
OR2W1_chim+R,10000.0,1341.0,128.0,1270.0,08212022_Lu,100.0,100.0,,,,,,FACS_Tube_019_OR2W1_Chim_RTP1S.fcs,200.0,,,,,,,,
OR2W1_ortholog_cons,10000.0,139.0,67.8,122.0,08212022_Lu,100.0,,,,,,,FACS_Tube_020_OR2W1_ortholog_con.fcs,100.0,,,,,,,,
OR2W1_ortholog_cons+R,10000.0,3054.0,116.0,3490.0,08212022_Lu,100.0,100.0,,,,,,FACS_Tube_021_OR2W1_ortholog_con_RTP1S.fcs,200.0,,,,,,,,
OR5A1_KAO,10000.0,855.0,71.2,879.0,08212022_Lu,100.0,,,,,,,FACS_Tube_022_OR5A1_KAO.fcs,100.0,,,,,,,,
OR5A1_KAO+R,10000.0,4013.0,111.0,5125.0,08212022_Lu,100.0,100.0,,,,,,FACS_Tube_023_OR5A1_KAO_RTP1S.fcs,200.0,,,,,,,,
hOR2_cons,10000.0,5311.0,135.0,6733.0,08212022_Lu,100.0,,,,,,,FACS_Tube_024_hOR2_con.fcs,100.0,,,,,,,,
RhopCI,10085.0,38.4,165.0,38.5,08172022_Lu,1000.0,,,,,,,FACS_Tube_004_Rho-pCI.fcs,1000.0,1000.0,,,,,,,
ORS6,10074.0,119.0,98.0,97.7,08172022_Lu,1000.0,,,,,,,FACS_Tube_005_ORS6.fcs,2000.0,1000.0,,,,,,,
ORS6+R,10691.0,810.0,153.0,700.0,08172022_Lu,1000.0,100.0,,,,,,FACS_Tube_006_ORS6_R.fcs,2000.0,900.0,,,,,,,
ORS6+G,10001.0,112.0,105.0,91.2,08172022_Lu,1000.0,,300.0,,,,,FACS_Tube_007_ORS6_G.fcs,2000.0,700.0,,,,,,,
ORS6+C,10000.0,100.0,97.4,86.1,08172022_Lu,1000.0,,,300.0,,,,FACS_Tube_008_ORS6_C.fcs,2000.0,700.0,,,,,,,
ORS6+RG,10000.0,782.0,150.0,668.0,08172022_Lu,1000.0,100.0,300.0,,,,,FACS_Tube_009_ORS6_RG.fcs,2000.0,600.0,,,,,,,
ORS6+RC,10000.0,792.0,142.0,695.0,08172022_Lu,1000.0,100.0,,300.0,,,,FACS_Tube_010_ORS6_RC.fcs,2000.0,600.0,,,,,,,
ORS6+RGC,10000.0,783.0,156.0,673.0,08172022_Lu,1000.0,100.0,300.0,300.0,,,,FACS_Tube_011_ORS6_RGC.fcs,2000.0,300.0,,,,,,,
ORS6+RGC+Rtbdn,10000.0,713.0,193.0,522.0,08172022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_012_ORS6_RGC_Rtbdn.fcs,2000.0,,,,,,,,
ORS6+RGC+Ebf4,10000.0,621.0,226.0,387.0,08172022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_013_ORS6_RGC_Ebf4.fcs,2000.0,,,,,,,,
ORS6+RGC+Lingo2,10000.0,600.0,178.0,427.0,08172022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_014_ORS6_RGC_Lingo2.fcs,2000.0,,,,,,,,
ORS6+RGC+Flrt1,10000.0,489.0,189.0,305.0,08172022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_015_ORS6_RGC_Flrt1.fcs,2000.0,,,,,,,,
ORS6+RGC+Gpx6,10000.0,653.0,179.0,475.0,08172022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_016_ORS6_RGC_Gpx6.fcs,2000.0,,,,,,,,
ORS6+RGC+Jph4,10000.0,436.0,155.0,302.0,08172022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_017_ORS6_RGC_Jph4.fcs,2000.0,,,,,,,,
ORS6+RGC+Efna3,10000.0,73.0,108.0,64.2,08172022_Lu,1000.0,100.0,300.0,300.0,,,300.0,FACS_Tube_018_Olfr1377.fcs,2000.0,,,,,,,,
Olfr1377+R,10000.0,546.0,97.2,467.0,08172022_Lu,1000.0,100.0,,,,,,FACS_Tube_019_Olfr1377_R.fcs,2000.0,900.0,,,,,,,
Olfr1377+G,10000.0,75.5,104.0,69.4,08172022_Lu,1000.0,,300.0,,,,,FACS_Tube_020_Olfr1377_G.fcs,2000.0,700.0,,,,,,,
Olfr1377+C,10000.0,67.8,112.0,61.6,08172022_Lu,1000.0,,,300.0,,,,FACS_Tube_021_Olfr1377_C.fcs,2000.0,700.0,,,,,,,
Olfr1377+RG,10000.0,595.0,91.0,524.0,08172022_Lu,1000.0,100.0,300.0,,,,,FACS_Tube_022_Olfr1377_RG.fcs,2000.0,600.0,,,,,,,
Olfr1377+RC,10000.0,673.0,87.5,616.0,08172022_Lu,1000.0,100.0,,300.0,,,,FACS_Tube_023_Olfr1377_RC.fcs,2000.0,600.0,,,,,,,
Olfr1377+RGC,10000.0,712.0,87.6,655.0,08172022_Lu,1000.0,100.0,300.0,300.0,,,,FACS_Tube_024_Olfr1377_RGC.fcs,2000.0,300.0,,,,,,,
RhopCI,10000.0,91.8,84.1,91.2,01202023_Lu,1000.0,,,,,,,FACS_Tube_004_Rho pCI.fcs,0.0,,,,,,,,
Olfr1377,10000.0,166.0,65.5,152.0,01202023_Lu,1000.0,,,,,,,FACS_Tube_005_Olfr1377.fcs,2000.0,1000.0,,,,,,,
Olfr1377+Syt5,10000.0,166.0,66.7,153.0,01202023_Lu,1000.0,,,,,600.0,,FACS_Tube_006_Olfr1377_Syt5.fcs,2000.0,400.0,,,,,,,
Olfr1377+R,10000.0,755.0,85.5,677.0,01202023_Lu,1000.0,100.0,,,,,,FACS_Tube_007_Olfr1377_R.fcs,2000.0,900.0,,,,,,,
Olfr1377+R+Syt5,10000.0,1144.0,80.5,1165.0,01202023_Lu,1000.0,100.0,,,,600.0,,FACS_Tube_008_Olfr1377_R_Syt5.fcs,2000.0,300.0,,,,,,,
Olfr1377+G+Syt5,10000.0,167.0,72.9,152.0,01202023_Lu,1000.0,,150.0,,,600.0,,FACS_Tube_009_Olfr1377_G_Syt5.fcs,2000.0,250.0,,,,,,,
Olfr1377+C+Syt5,10000.0,152.0,71.1,139.0,01202023_Lu,1000.0,,,150.0,,600.0,,FACS_Tube_010_Olfr1377_C_Syt5.fcs,2000.0,250.0,,,,,,,
Olfr1377+GC+Syt5,10000.0,146.0,72.5,135.0,01202023_Lu,1000.0,,150.0,150.0,,600.0,,FACS_Tube_011_Olfr1377_GC_Syt5.fcs,2000.0,100.0,,,,,,,
Olfr1377+RGC,10000.0,827.0,91.4,775.0,01202023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_012_Olfr1377_RGC.fcs,2000.0,600.0,,,,,,,
Olfr1377+RGC+Syt5,10000.0,1332.0,95.3,1459.0,01202023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_013_Olfr1377_RGC_ Syt5.fcs,2000.0,,,,,,,,
Olfr1377+RGC+Syt5+DDit3-1,10000.0,1273.0,98.3,1384.0,01202023_Lu,1000.0,100.0,150.0,150.0,,300.0,300.0,FACS_Tube_014_Olfr1377_RGC_Syt5_DDit3-1.fcs,2000.0,,,,,,,,
ORS6,10000.0,161.0,74.2,140.0,01202023_Lu,1000.0,,,,,,,FACS_Tube_015_ORS6.fcs,2000.0,1000.0,,,,,,,
ORS6+R,10000.0,729.0,286.0,402.0,01202023_Lu,1000.0,100.0,,,,,,FACS_Tube_016_ORS6_R.fcs,2000.0,900.0,,,,,,,
ORS6+RGC,10000.0,741.0,252.0,445.0,01202023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_017_ORS6_RGC.fcs,2000.0,600.0,,,,,,,
ORS6+RGC+Syt5,10000.0,754.0,319.0,402.0,01202023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_018_ORS6_RGC_Syt5.fcs,2000.0,,,,,,,,
OR7D4+RGC,10000.0,117.0,70.5,112.0,01202023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_019_OR7D4_RGC.fcs,2000.0,600.0,,,,,,,
OR7D4+RGC+Syt5,10000.0,132.0,71.9,123.0,01202023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_020_OR7D4_RGC_Syt5.fcs,2000.0,,,,,,,,
OR5A2+RGC,10000.0,99.8,77.6,96.4,01202023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_021_OR5A2_RGC.fcs,2000.0,600.0,,,,,,,
OR5A2+RGC+Syt5,10000.0,108.0,72.3,105.0,01202023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_022_OR5A2_RGC_Syt5.fcs,2000.0,,,,,,,,
OR6Y1+RGC,10000.0,93.9,82.9,92.5,01202023_Lu,1000.0,100.0,150.0,150.0,,,,FACS_Tube_023_OR6Y1_RGC.fcs,2000.0,600.0,,,,,,,
OR6Y1+RGC+Syt5,10000.0,102.0,73.4,100.0,01202023_Lu,1000.0,100.0,150.0,150.0,,600.0,,FACS_Tube_024_OR6Y1_RGC_Syt5.fcs,2000.0,,,,,,,,
